,,,,,,,,,
REF_STATE_NAME,REF_COUNTY_NAME,REF_COMMUN_NAME,PRODUCT_EFFECTIVE_DATE,,,,,,
,,"CALEDONIA, VILLAGE OF Total",,,,,,,
,,"ELMWOOD PARK, VILLAGE OF",5/2/12,,,,,,
,,"ELMWOOD PARK, VILLAGE OF Total",,,,,,,
,,"MOUNT PLEASANT, VILLAGE OF",5/2/12,,,,,,
,,"MOUNT PLEASANT, VILLAGE OF Total",,,,,,,
,,"NORTH BAY, VILLAGE OF",5/2/12,,,,,,
,,"NORTH BAY, VILLAGE OF Total",,,,,,,
,,RACINE COUNTY ALL JURISDICTIONS,5/2/12,,,,,,
,,RACINE COUNTY ALL JURISDICTIONS Total,,,,,,,
,,RACINE COUNTY UNINCORPORATED AREAS,5/2/12,,,,,,
,,RACINE COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"RACINE, CITY OF",5/2/12,,,,,,
,,"RACINE, CITY OF Total",,,,,,,
,,"ROCHESTER, VILLAGE OF",5/2/12,,,,,,
,,"ROCHESTER, VILLAGE OF Total",,,,,,,
,,"STURTEVANT, VILLAGE OF",5/2/12,,,,,,
,,"STURTEVANT, VILLAGE OF Total",,,,,,,
,,"UNION GROVE, VILLAGE OF",5/2/12,,,,,,
,,"UNION GROVE, VILLAGE OF Total",,,,,,,
,,"WATERFORD, VILLAGE OF",5/2/12,,,,,,
,,"WATERFORD, VILLAGE OF Total",,,,,,,
,,"WIND POINT, VILLAGE OF",5/2/12,,,,,,
,,"WIND POINT, VILLAGE OF Total",,,,,,,
,RACINE COUNTY Total,,,,,,,,
,RICHLAND COUNTY,"BOAZ, VILLAGE OF",12/8/16,,,,,,
,,"BOAZ, VILLAGE OF Total",,,,,,,
,,"CAZENOVIA, VILLAGE OF",12/8/16,,,,,,
,,"CAZENOVIA, VILLAGE OF Total",,,,,,,
,,"LONE ROCK, VILLAGE OF",12/8/16,,,,,,
,,"LONE ROCK, VILLAGE OF Total",,,,,,,
,,"RICHLAND CENTER, CITY OF",12/8/16,,,,,,
,,"RICHLAND CENTER, CITY OF Total",,,,,,,
,,RICHLAND COUNTY ALL JURISDICTIONS,12/8/16,,,,,,
,,RICHLAND COUNTY ALL JURISDICTIONS Total,,,,,,,
,,RICHLAND COUNTY UNINCORPORATED AREAS,12/8/16,,,,,,
,,RICHLAND COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"VIOLA, VILLAGE OF",12/8/16,,,,,,
,,"VIOLA, VILLAGE OF Total",,,,,,,
,,"YUBA, VILLAGE OF",12/8/16,,,,,,
,,"YUBA, VILLAGE OF Total",,,,,,,
,RICHLAND COUNTY Total,,,,,,,,
,ROCK COUNTY,"BELOIT, CITY OF",9/16/15,,,,,,
,,"BELOIT, CITY OF Total",,,,,,,
,,"CLINTON, VILLAGE OF",9/16/15,,,,,,
,,"CLINTON, VILLAGE OF Total",,,,,,,
,,"EVANSVILLE, CITY OF",9/16/15,,,,,,
,,"EVANSVILLE, CITY OF Total",,,,,,,
,,"FOOTVILLE, VILLAGE OF",9/16/15,,,,,,
,,"FOOTVILLE, VILLAGE OF Total",,,,,,,
,,"JANESVILLE, CITY OF",9/16/15,,,,,,
,,"JANESVILLE, CITY OF Total",,,,,,,
,,"MILTON, CITY OF",9/16/15,,,,,,
,,"MILTON, CITY OF Total",,,,,,,
,,"ORFORDVILLE, VILLAGE OF",9/16/15,,,,,,
,,"ORFORDVILLE, VILLAGE OF Total",,,,,,,
,,ROCK COUNTY ALL JURISDICTIONS,9/16/15,,,,,,
,,ROCK COUNTY ALL JURISDICTIONS Total,,,,,,,
,,ROCK COUNTY UNINCORPORATED AREAS,9/16/15,,,,,,
,,ROCK COUNTY UNINCORPORATED AREAS Total,,,,,,,
,ROCK COUNTY Total,,,,,,,,
,RUSK COUNTY,"BRUCE, VILLAGE OF",3/17/14,,,,,,
,,"BRUCE, VILLAGE OF Total",,,,,,,
,,"CONRATH, VILLAGE OF",3/17/14,,,,,,
,,"CONRATH, VILLAGE OF Total",,,,,,,
,,"GLEN FLORA, VILLAGE OF",3/17/14,,,,,,
,,"GLEN FLORA, VILLAGE OF Total",,,,,,,
,,"HAWKINS, VILLAGE OF",3/17/14,,,,,,
,,"HAWKINS, VILLAGE OF Total",,,,,,,
,,"INGRAM, VILLAGE OF",3/17/14,,,,,,
,,"INGRAM, VILLAGE OF Total",,,,,,,
,,"LADYSMITH, CITY OF",3/17/14,,,,,,
,,"LADYSMITH, CITY OF Total",,,,,,,
,,RUSK COUNTY ALL JURISDICTIONS,3/17/14,,,,,,
,,RUSK COUNTY ALL JURISDICTIONS Total,,,,,,,
,,RUSK COUNTY UNINCORPORATED AREAS,3/17/14,,,,,,
,,RUSK COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"SHELDON, VILLAGE OF",3/17/14,,,,,,
,,"SHELDON, VILLAGE OF Total",,,,,,,
,,"TONY, VILLAGE OF",3/17/14,,,,,,
,,"TONY, VILLAGE OF Total",,,,,,,
,,"WEYERHAEUSER, VILLAGE OF",3/17/14,,,,,,
,,"WEYERHAEUSER, VILLAGE OF Total",,,,,,,
,RUSK COUNTY Total,,,,,,,,
,SAUK COUNTY,"BARABOO, CITY OF",11/20/13,,,,,,
,,"BARABOO, CITY OF Total",,,,,,,
,,"IRONTON, VILLAGE OF",12/18/09,,,,,,
,,"IRONTON, VILLAGE OF Total",,,,,,,
,,"LAKE DELTON, VILLAGE OF",12/18/09,,,,,,
,,"LAKE DELTON, VILLAGE OF Total",,,,,,,
,,"LAVALLE, VILLAGE OF",11/20/13,,,,,,
,,"LAVALLE, VILLAGE OF Total",,,,,,,
,,"LIME RIDGE, VILLAGE OF",12/18/09,,,,,,
,,"LIME RIDGE, VILLAGE OF Total",,,,,,,
,,"LOGANVILLE, VILLAGE OF",12/18/09,,,,,,
,,"LOGANVILLE, VILLAGE OF Total",,,,,,,
,,"MERRIMAC, VILLAGE OF",12/18/09,,,,,,
,,"MERRIMAC, VILLAGE OF Total",,,,,,,
,,"NORTH FREEDOM, VILLAGE OF",11/20/13,,,,,,
,,"NORTH FREEDOM, VILLAGE OF Total",,,,,,,
,,"PLAIN, VILLAGE OF",12/18/09,,,,,,
,,"PLAIN, VILLAGE OF Total",,,,,,,
,,"PRAIRIE DU SAC, VILLAGE OF",10/2/15,,,,,,
,,"PRAIRIE DU SAC, VILLAGE OF Total",,,,,,,
,,"REEDSBURG, CITY OF",10/2/15,,,,,,
,,"REEDSBURG, CITY OF Total",,,,,,,
,,"ROCK SPRINGS, VILLAGE OF",11/20/13,,,,,,
,,"ROCK SPRINGS, VILLAGE OF Total",,,,,,,
,,"SAUK CITY, VILLAGE OF",10/2/15,,,,,,
,,"SAUK CITY, VILLAGE OF Total",,,,,,,
,,SAUK COUNTY ALL JURISDICTIONS,10/2/15,,,,,,
,,SAUK COUNTY ALL JURISDICTIONS Total,,,,,,,
,,SAUK COUNTY UNINCORPORATED AREAS,10/2/15,,,,,,
,,SAUK COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"SPRING GREEN, VILLAGE OF",10/2/15,,,,,,
,,"SPRING GREEN, VILLAGE OF Total",,,,,,,
,,"WEST BARABOO, VILLAGE OF",11/20/13,,,,,,
,,"WEST BARABOO, VILLAGE OF Total",,,,,,,
,SAUK COUNTY Total,,,,,,,,
,SAWYER COUNTY,"COUDERAY, VILLAGE OF",9/30/88,,,,,,
,,"COUDERAY, VILLAGE OF Total",,,,,,,
,,"EXELAND, VILLAGE OF",9/1/86,,,,,,
,,"EXELAND, VILLAGE OF Total",,,,,,,
,,"HAYWARD, CITY OF",11/1/79,,,,,,
,,"HAYWARD, CITY OF Total",,,,,,,
,,"RADISON, VILLAGE OF",9/1/86,,,,,,
,,"RADISON, VILLAGE OF Total",,,,,,,
,,SAWYER COUNTY UNINCORPORATED AREAS,9/14/90,,,,,,
,,SAWYER COUNTY UNINCORPORATED AREAS Total,,,,,,,
,SAWYER COUNTY Total,,,,,,,,
,SHAWANO COUNTY,"BONDUEL, VILLAGE OF",9/18/85,,,,,,
,,"BONDUEL, VILLAGE OF Total",,,,,,,
,,"BOWLER, VILLAGE OF",9/4/85,,,,,,
,,"BOWLER, VILLAGE OF Total",,,,,,,
,,"CECIL, VILLAGE OF",8/19/85,,,,,,
,,"CECIL, VILLAGE OF Total",,,,,,,
,,"ELAND, VILLAGE OF",3/19/76,,,,,,
,,"ELAND, VILLAGE OF Total",,,,,,,
,,"GRESHAM, VILLAGE OF",9/18/85,,,,,,
,,"GRESHAM, VILLAGE OF Total",,,,,,,
,,"MARION, CITY OF",1/20/10,,,,,,
,,"MARION, CITY OF Total",,,,,,,
,,"MATTOON, VILLAGE OF",9/24/76,,,,,,
,,"MATTOON, VILLAGE OF Total",,,,,,,
,,SHAWANO COUNTY UNINCORPORATED AREAS,11/15/85,,,,,,
,,SHAWANO COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"SHAWANO, CITY OF",12/5/89,,,,,,
,,"SHAWANO, CITY OF Total",,,,,,,
,,"TIGERTON, VILLAGE OF",7/17/86,,,,,,
,,"TIGERTON, VILLAGE OF Total",,,,,,,
,,"WITTENBERG, VILLAGE OF",9/27/85,,,,,,
,,"WITTENBERG, VILLAGE OF Total",,,,,,,
,SHAWANO COUNTY Total,,,,,,,,
,SHEBOYGAN COUNTY,"ADELL, VILLAGE OF",4/2/09,,,,,,
,,"ADELL, VILLAGE OF Total",,,,,,,
,,"CASCADE, VILLAGE OF",4/2/09,,,,,,
,,"CASCADE, VILLAGE OF Total",,,,,,,
,,"CEDAR GROVE, VILLAGE OF",4/2/09,,,,,,
,,"CEDAR GROVE, VILLAGE OF Total",,,,,,,
,,"ELKHART LAKE, VILLAGE OF",4/2/09,,,,,,
,,"ELKHART LAKE, VILLAGE OF Total",,,,,,,
,,"GLENBEULAH, VILLAGE OF",4/2/09,,,,,,
,,"GLENBEULAH, VILLAGE OF Total",,,,,,,
,,"HOWARDS GROVE, VILLAGE OF",4/2/09,,,,,,
,,"HOWARDS GROVE, VILLAGE OF Total",,,,,,,
,,"KOHLER, VILLAGE OF",4/2/09,,,,,,
,,"KOHLER, VILLAGE OF Total",,,,,,,
,,"OOSTBURG, VILLAGE OF",4/2/09,,,,,,
,,"OOSTBURG, VILLAGE OF Total",,,,,,,
,,"PLYMOUTH, CITY OF",4/2/09,,,,,,
,,"PLYMOUTH, CITY OF Total",,,,,,,
,,"RANDOM LAKE, VILLAGE OF",4/2/09,,,,,,
,,"RANDOM LAKE, VILLAGE OF Total",,,,,,,
,,SHEBOYGAN COUNTY ALL JURISDICTIONS,4/2/09,,,,,,
,,SHEBOYGAN COUNTY ALL JURISDICTIONS Total,,,,,,,
,,SHEBOYGAN COUNTY UNINCORPORATED AREAS,4/2/09,,,,,,
,,SHEBOYGAN COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"SHEBOYGAN FALLS, CITY OF",4/2/09,,,,,,
,,"SHEBOYGAN FALLS, CITY OF Total",,,,,,,
,,"SHEBOYGAN, CITY OF",4/2/09,,,,,,
,,"SHEBOYGAN, CITY OF Total",,,,,,,
,,"WALDO, VILLAGE OF",4/2/09,,,,,,
,,"WALDO, VILLAGE OF Total",,,,,,,
,SHEBOYGAN COUNTY Total,,,,,,,,
,ST. CROIX COUNTY,"BALDWIN, VILLAGE OF",3/16/09,,,,,,
,,"BALDWIN, VILLAGE OF Total",,,,,,,
,,"DEER PARK, VILLAGE OF",3/16/09,,,,,,
,,"DEER PARK, VILLAGE OF Total",,,,,,,
,,"GLENWOOD CITY, CITY OF",3/16/09,,,,,,
,,"GLENWOOD CITY, CITY OF Total",,,,,,,
,,"HAMMOND, VILLAGE OF",3/16/09,,,,,,
,,"HAMMOND, VILLAGE OF Total",,,,,,,
,,"HUDSON, CITY OF",3/16/09,,,,,,
,,"HUDSON, CITY OF Total",,,,,,,
,,"NEW RICHMOND, CITY OF",3/16/09,,,,,,
,,"NEW RICHMOND, CITY OF Total",,,,,,,
,,"NORTH HUDSON, VILLAGE OF",3/16/09,,,,,,
,,"NORTH HUDSON, VILLAGE OF Total",,,,,,,
,,"ROBERTS, VILLAGE OF",3/16/09,,,,,,
,,"ROBERTS, VILLAGE OF Total",,,,,,,
,,"SOMERSET, VILLAGE OF",3/16/09,,,,,,
,,"SOMERSET, VILLAGE OF Total",,,,,,,
,,ST. CROIX COUNTY ALL JURISDICTIONS,3/16/09,,,,,,
,,ST. CROIX COUNTY ALL JURISDICTIONS Total,,,,,,,
,,ST. CROIX COUNTY UNINCORPORATED AREAS,3/16/09,,,,,,
,,ST. CROIX COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"STANTON, TOWN OF",11/15/74,,,,,,
,,"STANTON, TOWN OF Total",,,,,,,
,,"STAR PRAIRIE, VILLAGE OF",3/16/09,,,,,,
,,"STAR PRAIRIE, VILLAGE OF Total",,,,,,,
,,"WILSON, VILLAGE OF",3/16/09,,,,,,
,,"WILSON, VILLAGE OF Total",,,,,,,
,,"WOODVILLE, VILLAGE OF",3/16/09,,,,,,
,,"WOODVILLE, VILLAGE OF Total",,,,,,,
,ST. CROIX COUNTY Total,,,,,,,,
,TAYLOR COUNTY,"GILMAN, VILLAGE OF",1/5/89,,,,,,
,,"GILMAN, VILLAGE OF Total",,,,,,,
,,"MEDFORD, CITY OF",9/1/78,,,,,,
,,"MEDFORD, CITY OF Total",,,,,,,
,,"RIB LAKE, VILLAGE OF",9/18/85,,,,,,
,,"RIB LAKE, VILLAGE OF Total",,,,,,,
,,"STETSONVILLE, VILLAGE OF",8/10/79,,,,,,
,,"STETSONVILLE, VILLAGE OF Total",,,,,,,
,,TAYLOR COUNTY UNINCORPORATED AREAS,12/1/78,,,,,,
,,TAYLOR COUNTY UNINCORPORATED AREAS Total,,,,,,,
,TAYLOR COUNTY Total,,,,,,,,
,TREMPEALEAU COUNTY,"ARCADIA, CITY OF",4/4/11,,,,,,
,,"ARCADIA, CITY OF Total",,,,,,,
,,"BLAIR, CITY OF",4/4/11,,,,,,
,,"BLAIR, CITY OF Total",,,,,,,
,,"ELEVA, VILLAGE OF",4/4/11,,,,,,
,,"ELEVA, VILLAGE OF Total",,,,,,,
,,"ETTRICK, VILLAGE OF",4/4/11,,,,,,
,,"ETTRICK, VILLAGE OF Total",,,,,,,
,,"GALESVILLE, CITY OF",4/4/11,,,,,,
,,"GALESVILLE, CITY OF Total",,,,,,,
,,"INDEPENDENCE, CITY OF",4/4/11,,,,,,
,,"INDEPENDENCE, CITY OF Total",,,,,,,
,,"OSSEO, CITY OF",4/4/11,,,,,,
,,"OSSEO, CITY OF Total",,,,,,,
,,"PIGEON FALLS, VILLAGE OF",4/4/11,,,,,,
,,"PIGEON FALLS, VILLAGE OF Total",,,,,,,
,,"STRUM, VILLAGE OF",4/4/11,,,,,,
,,"STRUM, VILLAGE OF Total",,,,,,,
,,TREMPEALEAU COUNTY ALL JURISDICTIONS,4/4/11,,,,,,
,,TREMPEALEAU COUNTY ALL JURISDICTIONS Total,,,,,,,
,,TREMPEALEAU COUNTY UNINCORPORATED AREAS,4/4/11,,,,,,
,,TREMPEALEAU COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"TREMPEALEAU, VILLAGE OF",4/4/11,,,,,,
,,"TREMPEALEAU, VILLAGE OF Total",,,,,,,
,,"WHITEHALL, CITY OF",4/4/11,,,,,,
,,"WHITEHALL, CITY OF Total",,,,,,,
,TREMPEALEAU COUNTY Total,,,,,,,,
,VERNON COUNTY,"CHASEBURG, VILLAGE OF",11/2/12,,,,,,
,,"CHASEBURG, VILLAGE OF Total",,,,,,,
,,"COON VALLEY, VILLAGE OF",11/2/12,,,,,,
,,"COON VALLEY, VILLAGE OF Total",,,,,,,
,,"GENOA, VILLAGE OF",11/2/12,,,,,,
,,"GENOA, VILLAGE OF Total",,,,,,,
,,"HILLSBORO,CITY OF",11/2/12,,,,,,
,,"HILLSBORO,CITY OF Total",,,,,,,
,,"LA FARGE, VILLAGE OF",11/2/12,,,,,,
,,"LA FARGE, VILLAGE OF Total",,,,,,,
,,"READSTOWN, VILLAGE OF",11/2/12,,,,,,
,,"READSTOWN, VILLAGE OF Total",,,,,,,
,,"STODDARD, VILLAGE OF",11/2/12,,,,,,
,,"STODDARD, VILLAGE OF Total",,,,,,,
,,VERNON COUNTY ALL JURISDICTIONS,11/2/12,,,,,,
,,VERNON COUNTY ALL JURISDICTIONS Total,,,,,,,
,,VERNON COUNTY UNINCORPORATED AREAS,11/2/12,,,,,,
,,VERNON COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"VIROQUA, CITY OF",11/2/12,,,,,,
,,"VIROQUA, CITY OF Total",,,,,,,
,,"WESTBY, CITY OF",11/2/12,,,,,,
,,"WESTBY, CITY OF Total",,,,,,,
,VERNON COUNTY Total,,,,,,,,
,VILAS COUNTY,"EAGLE RIVER, CITY OF",6/5/12,,,,,,
,,"EAGLE RIVER, CITY OF Total",,,,,,,
,,VILAS COUNTY ALL JURISDICTIONS,6/5/12,,,,,,
,,VILAS COUNTY ALL JURISDICTIONS Total,,,,,,,
,,VILAS COUNTY UNINCORPORATED AREAS,6/5/12,,,,,,
,,VILAS COUNTY UNINCORPORATED AREAS Total,,,,,,,
,VILAS COUNTY Total,,,,,,,,
,WALWORTH COUNTY,"BLOOMFIELD, VILLAGE OF",10/2/09,,,,,,
,,"BLOOMFIELD, VILLAGE OF Total",,,,,,,
,,"DARIEN, VILLAGE OF",9/3/14,,,,,,
,,"DARIEN, VILLAGE OF Total",,,,,,,
,,"DELAVAN, CITY OF",9/3/14,,,,,,
,,"DELAVAN, CITY OF Total",,,,,,,
,,"EAST TROY, VILLAGE OF",10/2/09,,,,,,
,,"EAST TROY, VILLAGE OF Total",,,,,,,
,,"ELKHORN, CITY OF",10/2/09,,,,,,
,,"ELKHORN, CITY OF Total",,,,,,,
,,"FONTANA ON GENEVA LAKE, VILLAGE OF",9/3/14,,,,,,
,,"FONTANA ON GENEVA LAKE, VILLAGE OF Total",,,,,,,
,,"LAKE GENEVA, CITY OF",10/2/09,,,,,,
,,"LAKE GENEVA, CITY OF Total",,,,,,,
,,"MUKWONAGO, VILLAGE OF",11/5/14,,,,,,
,,"MUKWONAGO, VILLAGE OF Total",,,,,,,
,,"SHARON, VILLAGE OF ",9/3/14,,,,,,
,,"SHARON, VILLAGE OF  Total",,,,,,,
,,WALWORTH COUNTY ALL JURISDICTIONS,9/3/14,,,,,,
,,WALWORTH COUNTY ALL JURISDICTIONS Total,,,,,,,
,,WALWORTH COUNTY UNINCORPORATED AREAS,9/3/14,,,,,,
,,WALWORTH COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"WALWORTH, VILLAGE OF",10/2/09,,,,,,
,,"WALWORTH, VILLAGE OF Total",,,,,,,
,,"WILLIAMS BAY, VILLAGE OF",9/3/14,,,,,,
,,"WILLIAMS BAY, VILLAGE OF Total",,,,,,,
,WALWORTH COUNTY Total,,,,,,,,
,WASHBURN COUNTY,"BIRCHWOOD, VILLAGE OF",10/2/12,,,,,,
,,"BIRCHWOOD, VILLAGE OF Total",,,,,,,
,,"MINONG, VILLAGE OF",10/2/12,,,,,,
,,"MINONG, VILLAGE OF Total",,,,,,,
,,"SHELL LAKE, CITY OF",10/2/12,,,,,,
,,"SHELL LAKE, CITY OF Total",,,,,,,
,,"SPOONER, CITY OF",10/2/12,,,,,,
,,"SPOONER, CITY OF Total",,,,,,,
,,WASHBURN COUNTY ALL JURISDICTIONS,10/2/12,,,,,,
,,WASHBURN COUNTY ALL JURISDICTIONS Total,,,,,,,
,,WASHBURN COUNTY UNINCORPORATED AREAS,10/2/12,,,,,,
,,WASHBURN COUNTY UNINCORPORATED AREAS Total,,,,,,,
,WASHBURN COUNTY Total,,,,,,,,
,WASHINGTON COUNTY,"GERMANTOWN, VILLAGE OF",10/16/15,,,,,,
,,"GERMANTOWN, VILLAGE OF Total",,,,,,,
,,"JACKSON, VILLAGE OF",11/20/13,,,,,,
,,"JACKSON, VILLAGE OF Total",,,,,,,
,,"RICHFIELD, VILLAGE OF",10/16/15,,,,,,
,,"RICHFIELD, VILLAGE OF Total",,,,,,,
,,"SLINGER, VILLAGE OF",10/16/15,,,,,,
,,"SLINGER, VILLAGE OF Total",,,,,,,
,,WASHINGTON COUNTY ALL JURISDICTIONS,10/16/15,,,,,,
,,WASHINGTON COUNTY ALL JURISDICTIONS Total,,,,,,,
,,WASHINGTON COUNTY UNINCORPORATED AREAS,10/16/15,,,,,,
,,WASHINGTON COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"WEST BEND, CITY OF",11/20/13,,,,,,
,,"WEST BEND, CITY OF Total",,,,,,,
,WASHINGTON COUNTY Total,,,,,,,,
,WAUKESHA COUNTY,"BIG BEND, VILLAGE OF",11/5/14,,,,,,
,,"BIG BEND, VILLAGE OF Total",,,,,,,
,,"BROOKFIELD, CITY OF",11/5/14,,,,,,
,,"BROOKFIELD, CITY OF Total",,,,,,,
,,"BUTLER, VILLAGE OF",11/5/14,,,,,,
,,"BUTLER, VILLAGE OF Total",,,,,,,
,,"CHENEQUA, VILLAGE OF",11/5/14,,,,,,
,,"CHENEQUA, VILLAGE OF Total",,,,,,,
,,"DELAFIELD, CITY OF",11/5/14,,,,,,
,,"DELAFIELD, CITY OF Total",,,,,,,
,,"EAGLE, VILLAGE OF",11/5/14,,,,,,
,,"EAGLE, VILLAGE OF Total",,,,,,,
,,"ELM GROVE, VILLAGE OF",11/5/14,,,,,,
,,"ELM GROVE, VILLAGE OF Total",,,,,,,
,,"HARTLAND, VILLAGE OF",11/5/14,,,,,,
,,"HARTLAND, VILLAGE OF Total",,,,,,,
,,"LANNON, VILLAGE OF",11/5/14,,,,,,
,,"LANNON, VILLAGE OF Total",,,,,,,
,,"MENOMONEE FALLS, VILLAGE OF",11/5/14,,,,,,
,,"MENOMONEE FALLS, VILLAGE OF Total",,,,,,,
,,"MERTON, VILLAGE OF",11/5/14,,,,,,
,,"MERTON, VILLAGE OF Total",,,,,,,
,,"MUSKEGO, CITY OF",11/5/14,,,,,,
,,"MUSKEGO, CITY OF Total",,,,,,,
,,"NASHOTAH, VILLAGE OF",11/5/14,,,,,,
,,"NASHOTAH, VILLAGE OF Total",,,,,,,
,,"NEW BERLIN, CITY OF",11/5/14,,,,,,
,,"NEW BERLIN, CITY OF Total",,,,,,,
,,"NORTH PRAIRIE, VILLAGE OF",11/5/14,,,,,,
,,"NORTH PRAIRIE, VILLAGE OF Total",,,,,,,
,,"OCONOMOWOC LAKE, VILLAGE OF",11/5/14,,,,,,
,,"OCONOMOWOC LAKE, VILLAGE OF Total",,,,,,,
,,"OCONOMOWOC, CITY OF",11/5/14,,,,,,
,,"OCONOMOWOC, CITY OF Total",,,,,,,
,,"PEWAUKEE, CITY OF ",11/5/14,,,,,,
,,"PEWAUKEE, CITY OF  Total",,,,,,,
,,"PEWAUKEE, VILLAGE OF",11/5/14,,,,,,
,,"PEWAUKEE, VILLAGE OF Total",,,,,,,
,,"SUMMIT, VILLAGE OF",11/5/14,,,,,,
,,"SUMMIT, VILLAGE OF Total",,,,,,,
,,"SUSSEX, VILLAGE OF",11/5/14,,,,,,
,,"SUSSEX, VILLAGE OF Total",,,,,,,
,,"WALES, VILLAGE OF",11/5/14,,,,,,
,,"WALES, VILLAGE OF Total",,,,,,,
,,WAUKESHA COUNTY ALL JURISDICTIONS,11/5/14,,,,,,
,,WAUKESHA COUNTY ALL JURISDICTIONS Total,,,,,,,
,,WAUKESHA COUNTY UNINCORPORATED AREAS,11/5/14,,,,,,
,,WAUKESHA COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"WAUKESHA, CITY OF",11/5/14,,,,,,
,,"WAUKESHA, CITY OF Total",,,,,,,
,WAUKESHA COUNTY Total,,,,,,,,
,WAUPACA COUNTY,"BIG FALLS, VILLAGE OF",1/20/10,,,,,,
,,"BIG FALLS, VILLAGE OF Total",,,,,,,
,,"CLINTONVILLE, CITY OF",1/20/10,,,,,,
,,"CLINTONVILLE, CITY OF Total",,,,,,,
,,"EMBARRASS, VILLAGE OF",1/20/10,,,,,,
,,"EMBARRASS, VILLAGE OF Total",,,,,,,
,,"FREMONT, VILLAGE OF",1/20/10,,,,,,
,,"FREMONT, VILLAGE OF Total",,,,,,,
,,"IOLA, VILLAGE OF",1/20/10,,,,,,
,,"IOLA, VILLAGE OF Total",,,,,,,
,,"MANAWA, CITY OF",1/20/10,,,,,,
,,"MANAWA, CITY OF Total",,,,,,,
,,"OGDENSBURG, VILLAGE OF",1/20/10,,,,,,
,,"OGDENSBURG, VILLAGE OF Total",,,,,,,
,,"SCANDINAVIA, VILLAGE OF",1/20/10,,,,,,
,,"SCANDINAVIA, VILLAGE OF Total",,,,,,,
,,WAUPACA COUNTY ALL JURISDICTIONS,1/20/10,,,,,,
,,WAUPACA COUNTY ALL JURISDICTIONS Total,,,,,,,
,,WAUPACA COUNTY UNINCORPORATED AREAS,1/20/10,,,,,,
,,WAUPACA COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"WAUPACA, CITY OF",1/20/10,,,,,,
,,"WAUPACA, CITY OF Total",,,,,,,
,,"WEYAUWEGA, CITY OF",1/20/10,,,,,,
,,"WEYAUWEGA, CITY OF Total",,,,,,,
,WAUPACA COUNTY Total,,,,,,,,
,WAUSHARA COUNTY,"HANCOCK, VILLAGE OF",6/18/13,,,,,,
,,"HANCOCK, VILLAGE OF Total",,,,,,,
,,"LOHRVILLE,  VILLAGE OF",6/18/13,,,,,,
,,"LOHRVILLE,  VILLAGE OF Total",,,,,,,
,,"PLAINFIELD, VILLAGE OF",6/18/13,,,,,,
,,"PLAINFIELD, VILLAGE OF Total",,,,,,,
,,"REDGRANITE, VILLAGE OF",6/18/13,,,,,,
,,"REDGRANITE, VILLAGE OF Total",,,,,,,
,,WAUSHARA COUNTY ALL JURISDICTIONS,6/18/13,,,,,,
,,WAUSHARA COUNTY ALL JURISDICTIONS Total,,,,,,,
,,WAUSHARA COUNTY UNINCORPORATED AREAS,6/18/13,,,,,,
,,WAUSHARA COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"WAUTOMA, CITY OF",6/18/13,,,,,,
,,"WAUTOMA, CITY OF Total",,,,,,,
,,"WILD ROSE, VILLAGE OF",6/18/13,,,,,,
,,"WILD ROSE, VILLAGE OF Total",,,,,,,
,WAUSHARA COUNTY Total,,,,,,,,
,WINNEBAGO COUNTY,"NEENAH, CITY OF",3/17/03,,,,,,
,,"NEENAH, CITY OF Total",,,,,,,
,,"OMRO, CITY OF",3/17/03,,,,,,
,,"OMRO, CITY OF Total",,,,,,,
,,"OSHKOSH, CITY OF",3/17/03,,,,,,
,,"OSHKOSH, CITY OF Total",,,,,,,
,,WINNEBAGO COUNTY ALL JURISDICTIONS,3/17/03,,,,,,
,,WINNEBAGO COUNTY ALL JURISDICTIONS Total,,,,,,,
,,WINNEBAGO COUNTY UNINCORPORATED AREAS,3/17/03,,,,,,
,,WINNEBAGO COUNTY UNINCORPORATED AREAS Total,,,,,,,
,,"WINNECONNE, VILLAGE OF",3/17/03,,,,,,
,,"WINNECONNE, VILLAGE OF Total",,,,,,,
,WINNEBAGO COUNTY Total,,,,,,,,
,WOOD COUNTY,"ARPIN, VILLAGE OF",2/17/10,,,,,,
,,"ARPIN, VILLAGE OF Total",,,,,,,
,,"AUBURNDALE, VILLAGE OF",2/17/10,,,,,,
,,"AUBURNDALE, VILLAGE OF Total",,,,,,,
,,"BIRON, VILLAGE OF",2/17/10,,,,,,
,,"BIRON, VILLAGE OF Total",,,,,,,
,,"HEWITT, VILLAGE OF",2/17/10,,,,,,
,,"HEWITT, VILLAGE OF Total",,,,,,,
